date,year,month,month_name,category,turnover_m,r12m_turnover,r12m_prior,yoy_growth_pct
2003-05-01,2003,5,May,Household goods retailing,2539.9,30756.2,28574.3,7.6
2003-06-01,2003,6,Jun,Household goods retailing,2595.6,30876.8,28844.2,7.0
2003-07-01,2003,7,Jul,Household goods retailing,2675.1,31086.600000000002,29092.0,6.9
2003-08-01,2003,8,Aug,Household goods retailing,2665.2,31250.6,29340.100000000002,6.5
2003-09-01,2003,9,Sep,Household goods retailing,2726.7,31516.7,29612.0,6.4
2003-10-01,2003,10,Oct,Household goods retailing,2903.8,31785.199999999997,29842.4,6.5
2003-11-01,2003,11,Nov,Household goods retailing,2948.3,31980.600000000002,30077.899999999998,6.3
2003-12-01,2003,12,Dec,Household goods retailing,3650.5,32265.0,30330.100000000002,6.4
2004-01-01,2004,1,Jan,Household goods retailing,2829.9,32566.399999999998,30419.800000000003,7.1
2004-02-01,2004,2,Feb,Household goods retailing,2545.4,32880.0,30527.7,7.7
2004-03-01,2004,3,Mar,Household goods retailing,2746.3,33195.6,30662.0,8.3
2004-04-01,2004,4,Apr,Household goods retailing,2569.2,33395.9,30694.899999999998,8.8
2004-05-01,2004,5,May,Household goods retailing,2675.2,33531.2,30756.2,9.0
2004-06-01,2004,6,Jun,Household goods retailing,2793.8,33729.4,30876.8,9.2
2004-07-01,2004,7,Jul,Household goods retailing,2843.3,33897.6,31086.600000000002,9.0
2004-08-01,2004,8,Aug,Household goods retailing,2798.1,34030.5,31250.6,8.9
2004-09-01,2004,9,Sep,Household goods retailing,2848.0,34151.8,31516.7,8.4
2004-10-01,2004,10,Oct,Household goods retailing,3078.3,34326.3,31785.199999999997,8.0
2004-11-01,2004,11,Nov,Household goods retailing,3185.1,34563.1,31980.600000000002,8.1
2004-12-01,2004,12,Dec,Household goods retailing,3877.3,34789.9,32265.0,7.8
2005-01-01,2005,1,Jan,Household goods retailing,2963.1,34923.1,32566.399999999998,7.2
2005-02-01,2005,2,Feb,Household goods retailing,2622.9,35000.6,32880.0,6.4
2005-03-01,2005,3,Mar,Household goods retailing,2782.9,35037.2,33195.6,5.5
2005-04-01,2005,4,Apr,Household goods retailing,2787.4,35255.4,33395.9,5.6
2005-05-01,2005,5,May,Household goods retailing,2879.3,35459.5,33531.2,5.8
2005-06-01,2005,6,Jun,Household goods retailing,2969.3,35635.0,33729.4,5.6
2005-07-01,2005,7,Jul,Household goods retailing,2964.4,35756.1,33897.6,5.5
2005-08-01,2005,8,Aug,Household goods retailing,2984.4,35942.4,34030.5,5.6
2005-09-01,2005,9,Sep,Household goods retailing,2971.0,36065.4,34151.8,5.6
2005-10-01,2005,10,Oct,Household goods retailing,3099.2,36086.3,34326.3,5.1
2005-11-01,2005,11,Nov,Household goods retailing,3252.9,36154.1,34563.1,4.6
2005-12-01,2005,12,Dec,Household goods retailing,4088.1,36364.9,34789.9,4.5
2006-01-01,2006,1,Jan,Household goods retailing,3036.0,36437.8,34923.1,4.3
2006-02-01,2006,2,Feb,Household goods retailing,2692.5,36507.4,35000.6,4.3
2006-03-01,2006,3,Mar,Household goods retailing,2953.4,36677.9,35037.2,4.7
2006-04-01,2006,4,Apr,Household goods retailing,2804.1,36694.6,35255.4,4.1
2006-05-01,2006,5,May,Household goods retailing,3026.2,36841.5,35459.5,3.9
2006-06-01,2006,6,Jun,Household goods retailing,3148.2,37020.4,35635.0,3.9
2006-07-01,2006,7,Jul,Household goods retailing,3120.4,37176.4,35756.1,4.0
2006-08-01,2006,8,Aug,Household goods retailing,3150.1,37342.1,35942.4,3.9
2006-09-01,2006,9,Sep,Household goods retailing,3196.1,37567.2,36065.4,4.2
2006-10-01,2006,10,Oct,Household goods retailing,3346.8,37814.8,36086.3,4.8
2006-11-01,2006,11,Nov,Household goods retailing,3494.0,38055.9,36154.1,5.3
2006-12-01,2006,12,Dec,Household goods retailing,4301.3,38269.1,36364.9,5.2
2007-01-01,2007,1,Jan,Household goods retailing,3332.3,38565.4,36437.8,5.8
2007-02-01,2007,2,Feb,Household goods retailing,2963.4,38836.3,36507.4,6.4
2007-03-01,2007,3,Mar,Household goods retailing,3283.3,39166.2,36677.9,6.8
2007-04-01,2007,4,Apr,Household goods retailing,3010.1,39372.2,36694.6,7.3
2007-05-01,2007,5,May,Household goods retailing,3239.8,39585.8,36841.5,7.4
2007-06-01,2007,6,Jun,Household goods retailing,3399.0,39836.6,37020.4,7.6
2007-07-01,2007,7,Jul,Household goods retailing,3333.5,40049.7,37176.4,7.7
2007-08-01,2007,8,Aug,Household goods retailing,3433.6,40333.2,37342.1,8.0
2007-09-01,2007,9,Sep,Household goods retailing,3443.2,40580.3,37567.2,8.0
2007-10-01,2007,10,Oct,Household goods retailing,3591.4,40824.899999999994,37814.8,8.0
2007-11-01,2007,11,Nov,Household goods retailing,3774.4,41105.299999999996,38055.9,8.0
2007-12-01,2007,12,Dec,Household goods retailing,4684.7,41488.700000000004,38269.1,8.4
2008-01-01,2008,1,Jan,Household goods retailing,3535.1,41691.5,38565.4,8.1
2008-02-01,2008,2,Feb,Household goods retailing,3142.9,41871.0,38836.3,7.8
2008-03-01,2008,3,Mar,Household goods retailing,3212.5,41800.200000000004,39166.2,6.7
2008-04-01,2008,4,Apr,Household goods retailing,3238.4,42028.50000000001,39372.2,6.7
2008-05-01,2008,5,May,Household goods retailing,3349.2,42137.9,39585.8,6.4
2008-06-01,2008,6,Jun,Household goods retailing,3443.7,42182.6,39836.6,5.9
2008-07-01,2008,7,Jul,Household goods retailing,3413.8,42262.9,40049.7,5.5
2008-08-01,2008,8,Aug,Household goods retailing,3411.0,42240.3,40333.2,4.7
2008-09-01,2008,9,Sep,Household goods retailing,3327.8,42124.9,40580.3,3.8
2008-10-01,2008,10,Oct,Household goods retailing,3530.5,42064.0,40824.899999999994,3.0
2008-11-01,2008,11,Nov,Household goods retailing,3595.6,41885.200000000004,41105.299999999996,1.9
2008-12-01,2008,12,Dec,Household goods retailing,4908.6,42109.1,41488.700000000004,1.5
2009-01-01,2009,1,Jan,Household goods retailing,3560.7,42134.7,41691.5,1.1
2009-02-01,2009,2,Feb,Household goods retailing,2968.2,41960.0,41871.0,0.2
2009-03-01,2009,3,Mar,Household goods retailing,3301.6,42049.1,41800.200000000004,0.6
2009-04-01,2009,4,Apr,Household goods retailing,3203.9,42014.6,42028.50000000001,-0.0
2009-05-01,2009,5,May,Household goods retailing,3379.7,42045.1,42137.9,-0.2
2009-06-01,2009,6,Jun,Household goods retailing,3620.6,42222.0,42182.6,0.1
2009-07-01,2009,7,Jul,Household goods retailing,3452.3,42260.5,42262.9,-0.0
2009-08-01,2009,8,Aug,Household goods retailing,3467.7,42317.2,42240.3,0.2
2009-09-01,2009,9,Sep,Household goods retailing,3406.1,42395.5,42124.9,0.6
2009-10-01,2009,10,Oct,Household goods retailing,3641.4,42506.399999999994,42064.0,1.1
2009-11-01,2009,11,Nov,Household goods retailing,3787.3,42698.1,41885.200000000004,1.9
2009-12-01,2009,12,Dec,Household goods retailing,4706.0,42495.5,42109.1,0.9
2010-01-01,2010,1,Jan,Household goods retailing,3561.0,42495.8,42134.7,0.9
2010-02-01,2010,2,Feb,Household goods retailing,3052.5,42580.1,41960.0,1.5
2010-03-01,2010,3,Mar,Household goods retailing,3322.8,42601.3,42049.1,1.3
2010-04-01,2010,4,Apr,Household goods retailing,3213.8,42611.2,42014.6,1.4
2010-05-01,2010,5,May,Household goods retailing,3360.1,42591.6,42045.1,1.3
2010-06-01,2010,6,Jun,Household goods retailing,3591.7,42562.700000000004,42222.0,0.8
2010-07-01,2010,7,Jul,Household goods retailing,3480.7,42591.1,42260.5,0.8
2010-08-01,2010,8,Aug,Household goods retailing,3497.8,42621.200000000004,42317.2,0.7
2010-09-01,2010,9,Sep,Household goods retailing,3476.1,42691.200000000004,42395.5,0.7
2010-10-01,2010,10,Oct,Household goods retailing,3692.1,42741.9,42506.399999999994,0.6
2010-11-01,2010,11,Nov,Household goods retailing,3831.0,42785.6,42698.1,0.2
2010-12-01,2010,12,Dec,Household goods retailing,4839.5,42919.1,42495.5,1.0
2011-01-01,2011,1,Jan,Household goods retailing,3458.3,42816.4,42495.8,0.8
2011-02-01,2011,2,Feb,Household goods retailing,3065.6,42829.5,42580.1,0.6
2011-03-01,2011,3,Mar,Household goods retailing,3365.1,42871.799999999996,42601.3,0.6
2011-04-01,2011,4,Apr,Household goods retailing,3253.1,42911.1,42611.2,0.7
2011-05-01,2011,5,May,Household goods retailing,3391.7,42942.700000000004,42591.6,0.8
2011-06-01,2011,6,Jun,Household goods retailing,3531.3,42882.299999999996,42562.700000000004,0.8
2011-07-01,2011,7,Jul,Household goods retailing,3463.3,42864.9,42591.1,0.6
2011-08-01,2011,8,Aug,Household goods retailing,3578.6,42945.7,42621.200000000004,0.8
2011-09-01,2011,9,Sep,Household goods retailing,3613.9,43083.5,42691.200000000004,0.9
2011-10-01,2011,10,Oct,Household goods retailing,3769.0,43160.4,42741.9,1.0
2011-11-01,2011,11,Nov,Household goods retailing,3920.7,43250.1,42785.6,1.1
2011-12-01,2011,12,Dec,Household goods retailing,4867.7,43278.3,42919.1,0.8
2012-01-01,2012,1,Jan,Household goods retailing,3540.6,43360.6,42816.4,1.3
2012-02-01,2012,2,Feb,Household goods retailing,3144.9,43439.9,42829.5,1.4
2012-03-01,2012,3,Mar,Household goods retailing,3396.4,43471.200000000004,42871.799999999996,1.4
2012-04-01,2012,4,Apr,Household goods retailing,3180.4,43398.5,42911.1,1.1
2012-05-01,2012,5,May,Household goods retailing,3435.8,43442.6,42942.700000000004,1.2
2012-06-01,2012,6,Jun,Household goods retailing,3579.5,43490.8,42882.299999999996,1.4
2012-07-01,2012,7,Jul,Household goods retailing,3601.1,43628.6,42864.9,1.8
2012-08-01,2012,8,Aug,Household goods retailing,3627.1,43677.1,42945.7,1.7
2012-09-01,2012,9,Sep,Household goods retailing,3639.0,43702.2,43083.5,1.4
2012-10-01,2012,10,Oct,Household goods retailing,3725.3,43658.5,43160.4,1.2
2012-11-01,2012,11,Nov,Household goods retailing,3851.4,43589.200000000004,43250.1,0.8
2012-12-01,2012,12,Dec,Household goods retailing,4760.2,43481.7,43278.3,0.5
2013-01-01,2013,1,Jan,Household goods retailing,3669.1,43610.2,43360.6,0.6
2013-02-01,2013,2,Feb,Household goods retailing,3201.1,43666.4,43439.9,0.5
2013-03-01,2013,3,Mar,Household goods retailing,3393.1,43663.1,43471.200000000004,0.4
2013-04-01,2013,4,Apr,Household goods retailing,3320.2,43802.9,43398.5,0.9
2013-05-01,2013,5,May,Household goods retailing,3456.3,43823.4,43442.6,0.9
2013-06-01,2013,6,Jun,Household goods retailing,3602.2,43846.1,43490.8,0.8
2013-07-01,2013,7,Jul,Household goods retailing,3642.3,43887.3,43628.6,0.6
2013-08-01,2013,8,Aug,Household goods retailing,3726.1,43986.3,43677.1,0.7
2013-09-01,2013,9,Sep,Household goods retailing,3624.9,43972.200000000004,43702.2,0.6
2013-10-01,2013,10,Oct,Household goods retailing,3844.8,44091.7,43658.5,1.0
2013-11-01,2013,11,Nov,Household goods retailing,3997.8,44238.1,43589.200000000004,1.5
2013-12-01,2013,12,Dec,Household goods retailing,4963.8,44441.700000000004,43481.7,2.2
2014-01-01,2014,1,Jan,Household goods retailing,3810.6,44583.200000000004,43610.2,2.2
2014-02-01,2014,2,Feb,Household goods retailing,3362.4,44744.5,43666.4,2.5
2014-03-01,2014,3,Mar,Household goods retailing,3627.0,44978.4,43663.1,3.0
2014-04-01,2014,4,Apr,Household goods retailing,3460.9,45119.100000000006,43802.9,3.0
2014-05-01,2014,5,May,Household goods retailing,3653.0,45315.8,43823.4,3.4
2014-06-01,2014,6,Jun,Household goods retailing,3844.1,45557.700000000004,43846.1,3.9
2014-07-01,2014,7,Jul,Household goods retailing,3878.1,45793.5,43887.3,4.3
2014-08-01,2014,8,Aug,Household goods retailing,3846.1,45913.5,43986.3,4.4
2014-09-01,2014,9,Sep,Household goods retailing,4033.2,46321.8,43972.200000000004,5.3
2014-10-01,2014,10,Oct,Household goods retailing,4278.7,46755.700000000004,44091.7,6.0
2014-11-01,2014,11,Nov,Household goods retailing,4421.3,47179.2,44238.1,6.6
2014-12-01,2014,12,Dec,Household goods retailing,5357.5,47572.899999999994,44441.700000000004,7.0
2015-01-01,2015,1,Jan,Household goods retailing,4157.9,47920.2,44583.200000000004,7.5
2015-02-01,2015,2,Feb,Household goods retailing,3682.4,48240.2,44744.5,7.8
2015-03-01,2015,3,Mar,Household goods retailing,3983.5,48596.7,44978.4,8.0
2015-04-01,2015,4,Apr,Household goods retailing,3713.9,48849.7,45119.100000000006,8.3
2015-05-01,2015,5,May,Household goods retailing,3976.9,49173.6,45315.8,8.5
2015-06-01,2015,6,Jun,Household goods retailing,4319.2,49648.7,45557.700000000004,9.0
2015-07-01,2015,7,Jul,Household goods retailing,4186.1,49956.7,45793.5,9.1
2015-08-01,2015,8,Aug,Household goods retailing,4159.8,50270.4,45913.5,9.5
2015-09-01,2015,9,Sep,Household goods retailing,4273.9,50511.1,46321.8,9.0
2015-10-01,2015,10,Oct,Household goods retailing,4567.9,50800.299999999996,46755.700000000004,8.7
2015-11-01,2015,11,Nov,Household goods retailing,4692.8,51071.8,47179.2,8.3
2015-12-01,2015,12,Dec,Household goods retailing,5735.9,51450.200000000004,47572.899999999994,8.2
2016-01-01,2016,1,Jan,Household goods retailing,4376.7,51669.0,47920.2,7.8
2016-02-01,2016,2,Feb,Household goods retailing,3979.6,51966.2,48240.2,7.7
2016-03-01,2016,3,Mar,Household goods retailing,4097.4,52080.1,48596.7,7.2
2016-04-01,2016,4,Apr,Household goods retailing,4064.9,52431.1,48849.7,7.3
2016-05-01,2016,5,May,Household goods retailing,4092.5,52546.7,49173.6,6.9
2016-06-01,2016,6,Jun,Household goods retailing,4357.3,52584.8,49648.7,5.9
2016-07-01,2016,7,Jul,Household goods retailing,4225.1,52623.8,49956.7,5.3
2016-08-01,2016,8,Aug,Household goods retailing,4239.4,52703.399999999994,50270.4,4.8
2016-09-01,2016,9,Sep,Household goods retailing,4469.0,52898.5,50511.1,4.7
2016-10-01,2016,10,Oct,Household goods retailing,4696.8,53027.4,50800.299999999996,4.4
2016-11-01,2016,11,Nov,Household goods retailing,4874.4,53209.0,51071.8,4.2
2016-12-01,2016,12,Dec,Household goods retailing,5782.3,53255.399999999994,51450.200000000004,3.5
2017-01-01,2017,1,Jan,Household goods retailing,4463.5,53342.2,51669.0,3.2
2017-02-01,2017,2,Feb,Household goods retailing,3897.6,53260.200000000004,51966.2,2.5
2017-03-01,2017,3,Mar,Household goods retailing,4196.9,53359.7,52080.1,2.5
2017-04-01,2017,4,Apr,Household goods retailing,3994.9,53289.7,52431.1,1.6
2017-05-01,2017,5,May,Household goods retailing,4291.0,53488.2,52546.7,1.8
2017-06-01,2017,6,Jun,Household goods retailing,4659.4,53790.299999999996,52584.8,2.3
2017-07-01,2017,7,Jul,Household goods retailing,4365.1,53930.299999999996,52623.8,2.5
2017-08-01,2017,8,Aug,Household goods retailing,4347.3,54038.2,52703.399999999994,2.5
2017-09-01,2017,9,Sep,Household goods retailing,4384.6,53953.799999999996,52898.5,2.0
2017-10-01,2017,10,Oct,Household goods retailing,4639.0,53896.0,53027.4,1.6
2017-11-01,2017,11,Nov,Household goods retailing,5025.0,54046.6,53209.0,1.6
2017-12-01,2017,12,Dec,Household goods retailing,5901.4,54165.700000000004,53255.399999999994,1.7
2018-01-01,2018,1,Jan,Household goods retailing,4516.1,54218.299999999996,53342.2,1.6
2018-02-01,2018,2,Feb,Household goods retailing,4023.6,54344.299999999996,53260.200000000004,2.0
2018-03-01,2018,3,Mar,Household goods retailing,4327.6,54475.0,53359.7,2.1
2018-04-01,2018,4,Apr,Household goods retailing,4131.3,54611.4,53289.7,2.5
2018-05-01,2018,5,May,Household goods retailing,4370.8,54691.200000000004,53488.2,2.2
2018-06-01,2018,6,Jun,Household goods retailing,4659.6,54691.4,53790.299999999996,1.7
2018-07-01,2018,7,Jul,Household goods retailing,4420.4,54746.700000000004,53930.299999999996,1.5
2018-08-01,2018,8,Aug,Household goods retailing,4434.8,54834.2,54038.2,1.5
2018-09-01,2018,9,Sep,Household goods retailing,4467.8,54917.4,53953.799999999996,1.8
2018-10-01,2018,10,Oct,Household goods retailing,4779.9,55058.3,53896.0,2.2
2018-11-01,2018,11,Nov,Household goods retailing,5100.0,55133.3,54046.6,2.0
2018-12-01,2018,12,Dec,Household goods retailing,5826.5,55058.4,54165.700000000004,1.6
2019-01-01,2019,1,Jan,Household goods retailing,4518.6,55060.9,54218.299999999996,1.6
2019-02-01,2019,2,Feb,Household goods retailing,4020.5,55057.8,54344.299999999996,1.3
2019-03-01,2019,3,Mar,Household goods retailing,4325.4,55055.6,54475.0,1.1
2019-04-01,2019,4,Apr,Household goods retailing,4086.4,55010.700000000004,54611.4,0.7
2019-05-01,2019,5,May,Household goods retailing,4345.5,54985.399999999994,54691.200000000004,0.5
2019-06-01,2019,6,Jun,Household goods retailing,4590.4,54916.2,54691.4,0.4
2019-07-01,2019,7,Jul,Household goods retailing,4431.4,54927.2,54746.700000000004,0.3
2019-08-01,2019,8,Aug,Household goods retailing,4480.6,54973.0,54834.2,0.3
2019-09-01,2019,9,Sep,Household goods retailing,4491.2,54996.4,54917.4,0.1
2019-10-01,2019,10,Oct,Household goods retailing,4793.9,55010.399999999994,55058.3,-0.1
2019-11-01,2019,11,Nov,Household goods retailing,5172.5,55082.899999999994,55133.3,-0.1
2019-12-01,2019,12,Dec,Household goods retailing,6024.6,55281.0,55058.4,0.4
2020-01-01,2020,1,Jan,Household goods retailing,4563.4,55325.799999999996,55060.9,0.5
2020-02-01,2020,2,Feb,Household goods retailing,4214.4,55519.7,55057.8,0.8
2020-03-01,2020,3,Mar,Household goods retailing,4752.4,55946.7,55055.6,1.6
2020-04-01,2020,4,Apr,Household goods retailing,4532.7,56392.99999999999,55010.700000000004,2.5
2020-05-01,2020,5,May,Household goods retailing,5607.6,57655.100000000006,54985.399999999994,4.9
2020-06-01,2020,6,Jun,Household goods retailing,5756.6,58821.3,54916.2,7.1
2020-07-01,2020,7,Jul,Household goods retailing,5764.9,60154.8,54927.2,9.5
2020-08-01,2020,8,Aug,Household goods retailing,5336.9,61011.1,54973.0,11.0
2020-09-01,2020,9,Sep,Household goods retailing,5272.7,61792.6,54996.4,12.4
2020-10-01,2020,10,Oct,Household goods retailing,5565.9,62564.6,55010.399999999994,13.7
2020-11-01,2020,11,Nov,Household goods retailing,6525.9,63918.0,55082.899999999994,16.0
2020-12-01,2020,12,Dec,Household goods retailing,7065.0,64958.399999999994,55281.0,17.5
2021-01-01,2021,1,Jan,Household goods retailing,5447.4,65842.4,55325.799999999996,19.0
2021-02-01,2021,2,Feb,Household goods retailing,4879.3,66507.3,55519.7,19.8
2021-03-01,2021,3,Mar,Household goods retailing,5337.3,67092.2,55946.7,19.9
2021-04-01,2021,4,Apr,Household goods retailing,5011.2,67570.7,56392.99999999999,19.8
2021-05-01,2021,5,May,Household goods retailing,5249.2,67212.29999999999,57655.100000000006,16.6
2021-06-01,2021,6,Jun,Household goods retailing,5551.9,67007.59999999999,58821.3,13.9
2021-07-01,2021,7,Jul,Household goods retailing,5199.7,66442.4,60154.8,10.5
2021-08-01,2021,8,Aug,Household goods retailing,5057.1,66162.6,61011.1,8.4
2021-09-01,2021,9,Sep,Household goods retailing,5330.7,66220.59999999999,61792.6,7.2
2021-10-01,2021,10,Oct,Household goods retailing,5907.5,66562.2,62564.6,6.4
2021-11-01,2021,11,Nov,Household goods retailing,7018.2,67054.5,63918.0,4.9
2021-12-01,2021,12,Dec,Household goods retailing,7442.1,67431.6,64958.399999999994,3.8
2022-01-01,2022,1,Jan,Household goods retailing,5722.6,67706.8,65842.4,2.8
2022-02-01,2022,2,Feb,Household goods retailing,5279.2,68106.7,66507.3,2.4
2022-03-01,2022,3,Mar,Household goods retailing,5875.3,68644.7,67092.2,2.3
2022-04-01,2022,4,Apr,Household goods retailing,5463.1,69096.6,67570.7,2.3
2022-05-01,2022,5,May,Household goods retailing,5769.0,69616.4,67212.29999999999,3.6
2022-06-01,2022,6,Jun,Household goods retailing,6010.8,70075.3,67007.59999999999,4.6
2022-07-01,2022,7,Jul,Household goods retailing,5750.9,70626.5,66442.4,6.3
2022-08-01,2022,8,Aug,Household goods retailing,5900.1,71469.5,66162.6,8.0
2022-09-01,2022,9,Sep,Household goods retailing,5968.8,72107.6,66220.59999999999,8.9
2022-10-01,2022,10,Oct,Household goods retailing,6179.5,72379.6,66562.2,8.7
2022-11-01,2022,11,Nov,Household goods retailing,6897.5,72258.9,67054.5,7.8
2022-12-01,2022,12,Dec,Household goods retailing,7348.2,72165.0,67431.6,7.0
2023-01-01,2023,1,Jan,Household goods retailing,5724.3,72166.7,67706.8,6.6
2023-02-01,2023,2,Feb,Household goods retailing,5160.8,72048.3,68106.7,5.8
2023-03-01,2023,3,Mar,Household goods retailing,5541.5,71714.5,68644.7,4.5
2023-04-01,2023,4,Apr,Household goods retailing,5130.7,71382.1,69096.6,3.3
2023-05-01,2023,5,May,Household goods retailing,5502.7,71115.8,69616.4,2.2
2023-06-01,2023,6,Jun,Household goods retailing,5824.6,70929.6,70075.3,1.2
2023-07-01,2023,7,Jul,Household goods retailing,5432.4,70611.1,70626.5,-0.0
2023-08-01,2023,8,Aug,Household goods retailing,5518.6,70229.6,71469.5,-1.7
2023-09-01,2023,9,Sep,Household goods retailing,5749.2,70010.0,72107.6,-2.9
2023-10-01,2023,10,Oct,Household goods retailing,5969.0,69799.5,72379.6,-3.6
2023-11-01,2023,11,Nov,Household goods retailing,6885.5,69787.5,72258.9,-3.4
2023-12-01,2023,12,Dec,Household goods retailing,7096.7,69536.0,72165.0,-3.6
2024-01-01,2024,1,Jan,Household goods retailing,5611.9,69423.6,72166.7,-3.8
2024-02-01,2024,2,Feb,Household goods retailing,5211.7,69474.5,72048.3,-3.6
2024-03-01,2024,3,Mar,Household goods retailing,5294.9,69227.9,71714.5,-3.5
2024-04-01,2024,4,Apr,Household goods retailing,5195.6,69292.8,71382.1,-2.9
2024-05-01,2024,5,May,Household goods retailing,5510.7,69300.8,71115.8,-2.6
2024-06-01,2024,6,Jun,Household goods retailing,5841.5,69317.7,70929.6,-2.3
2024-07-01,2024,7,Jul,Household goods retailing,5565.5,69450.8,70611.1,-1.6
2024-08-01,2024,8,Aug,Household goods retailing,5596.6,69528.8,70229.6,-1.0
2024-09-01,2024,9,Sep,Household goods retailing,5695.3,69474.9,70010.0,-0.8
2024-10-01,2024,10,Oct,Household goods retailing,6181.3,69687.2,69799.5,-0.2
2024-11-01,2024,11,Nov,Household goods retailing,7065.1,69866.8,69787.5,0.1
2024-12-01,2024,12,Dec,Household goods retailing,7645.9,70416.0,69536.0,1.3
2025-01-01,2025,1,Jan,Household goods retailing,5739.9,70544.0,69423.6,1.6
2025-02-01,2025,2,Feb,Household goods retailing,5174.1,70506.40000000001,69474.5,1.5
2025-03-01,2025,3,Mar,Household goods retailing,5535.1,70746.6,69227.9,2.2
2025-04-01,2025,4,Apr,Household goods retailing,5294.2,70845.2,69292.8,2.2
2025-05-01,2025,5,May,Household goods retailing,5703.8,71038.3,69300.8,2.5
2025-06-01,2025,6,Jun,Household goods retailing,6187.5,71384.3,69317.7,3.0
1982-04-01,1982,4,Apr,Other retailing,479.1,,,
1982-05-01,1982,5,May,Other retailing,486.1,,,
1982-06-01,1982,6,Jun,Other retailing,467.5,,,
1982-07-01,1982,7,Jul,Other retailing,491.1,,,
1982-08-01,1982,8,Aug,Other retailing,485.7,,,
1982-09-01,1982,9,Sep,Other retailing,489.9,,,
1982-10-01,1982,10,Oct,Other retailing,500.9,,,
1982-11-01,1982,11,Nov,Other retailing,531.1,,,
1982-12-01,1982,12,Dec,Other retailing,725.2,,,
1983-01-01,1983,1,Jan,Other retailing,491.4,,,
1983-02-01,1983,2,Feb,Other retailing,499.1,,,
1983-03-01,1983,3,Mar,Other retailing,538.7,6185.8,,
1983-04-01,1983,4,Apr,Other retailing,493.8,6200.5,,
1983-05-01,1983,5,May,Other retailing,520.8,6235.200000000001,,
1983-06-01,1983,6,Jun,Other retailing,507.3,6275.0,,
1983-07-01,1983,7,Jul,Other retailing,519.9,6303.8,,
1983-08-01,1983,8,Aug,Other retailing,554.2,6372.3,,
1983-09-01,1983,9,Sep,Other retailing,547.9,6430.3,,
1983-10-01,1983,10,Oct,Other retailing,553.5,6482.9,,
1983-11-01,1983,11,Nov,Other retailing,594.1,6545.9,,
1983-12-01,1983,12,Dec,Other retailing,795.5,6616.2,,
1984-01-01,1984,1,Jan,Other retailing,538.8,6663.6,,
1984-02-01,1984,2,Feb,Other retailing,561.6,6726.099999999999,,
1984-03-01,1984,3,Mar,Other retailing,574.6,6762.0,6185.8,9.3
1984-04-01,1984,4,Apr,Other retailing,529.7,6797.9,6200.5,9.6
1984-05-01,1984,5,May,Other retailing,590.1,6867.200000000001,6235.200000000001,10.1
1984-06-01,1984,6,Jun,Other retailing,542.2,6902.1,6275.0,10.0
1984-07-01,1984,7,Jul,Other retailing,559.4,6941.6,6303.8,10.1
1984-08-01,1984,8,Aug,Other retailing,591.6,6979.0,6372.3,9.5
1984-09-01,1984,9,Sep,Other retailing,557.2,6988.3,6430.3,8.7
1984-10-01,1984,10,Oct,Other retailing,614.5,7049.3,6482.9,8.7
1984-11-01,1984,11,Nov,Other retailing,651.8,7107.0,6545.9,8.6
1984-12-01,1984,12,Dec,Other retailing,820.0,7131.5,6616.2,7.8
1985-01-01,1985,1,Jan,Other retailing,598.9,7191.6,6663.6,7.9
1985-02-01,1985,2,Feb,Other retailing,577.9,7207.900000000001,6726.099999999999,7.2
1985-03-01,1985,3,Mar,Other retailing,599.6,7232.9,6762.0,7.0
1985-04-01,1985,4,Apr,Other retailing,574.6,7277.8,6797.9,7.1
1985-05-01,1985,5,May,Other retailing,639.9,7327.6,6867.200000000001,6.7
1985-06-01,1985,6,Jun,Other retailing,573.5,7358.9,6902.1,6.6
1985-07-01,1985,7,Jul,Other retailing,628.6,7428.1,6941.6,7.0
1985-08-01,1985,8,Aug,Other retailing,649.6,7486.1,6979.0,7.3
1985-09-01,1985,9,Sep,Other retailing,614.7,7543.6,6988.3,7.9
1985-10-01,1985,10,Oct,Other retailing,667.0,7596.1,7049.3,7.8
1985-11-01,1985,11,Nov,Other retailing,704.6,7648.900000000001,7107.0,7.6
1985-12-01,1985,12,Dec,Other retailing,908.1,7737.0,7131.5,8.5
1986-01-01,1986,1,Jan,Other retailing,666.1,7804.200000000001,7191.6,8.5
1986-02-01,1986,2,Feb,Other retailing,641.5,7867.8,7207.900000000001,9.2
1986-03-01,1986,3,Mar,Other retailing,636.2,7904.400000000001,7232.9,9.3
1986-04-01,1986,4,Apr,Other retailing,662.4,7992.200000000001,7277.8,9.8
1986-05-01,1986,5,May,Other retailing,709.8,8062.1,7327.6,10.0
1986-06-01,1986,6,Jun,Other retailing,641.8,8130.400000000001,7358.9,10.5
1986-07-01,1986,7,Jul,Other retailing,692.9,8194.7,7428.1,10.3
1986-08-01,1986,8,Aug,Other retailing,700.8,8245.9,7486.1,10.1
1986-09-01,1986,9,Sep,Other retailing,698.1,8329.3,7543.6,10.4
1986-10-01,1986,10,Oct,Other retailing,756.7,8419.0,7596.1,10.8
1986-11-01,1986,11,Nov,Other retailing,750.1,8464.5,7648.900000000001,10.7
1986-12-01,1986,12,Dec,Other retailing,1017.0,8573.4,7737.0,10.8
1987-01-01,1987,1,Jan,Other retailing,726.9,8634.2,7804.200000000001,10.6
1987-02-01,1987,2,Feb,Other retailing,701.3,8694.0,7867.8,10.5
