date,year,month,month_name,category,turnover_m
2018-07-01,2018,7,Jul,Household goods retailing,4420.4
2018-08-01,2018,8,Aug,Household goods retailing,4434.8
2018-09-01,2018,9,Sep,Household goods retailing,4467.8
2018-10-01,2018,10,Oct,Household goods retailing,4779.9
2018-11-01,2018,11,Nov,Household goods retailing,5100.0
2018-12-01,2018,12,Dec,Household goods retailing,5826.5
2019-01-01,2019,1,Jan,Household goods retailing,4518.6
2019-02-01,2019,2,Feb,Household goods retailing,4020.5
2019-03-01,2019,3,Mar,Household goods retailing,4325.4
2019-04-01,2019,4,Apr,Household goods retailing,4086.4
2019-05-01,2019,5,May,Household goods retailing,4345.5
2019-06-01,2019,6,Jun,Household goods retailing,4590.4
2019-07-01,2019,7,Jul,Household goods retailing,4431.4
2019-08-01,2019,8,Aug,Household goods retailing,4480.6
2019-09-01,2019,9,Sep,Household goods retailing,4491.2
2019-10-01,2019,10,Oct,Household goods retailing,4793.9
2019-11-01,2019,11,Nov,Household goods retailing,5172.5
2019-12-01,2019,12,Dec,Household goods retailing,6024.6
2020-01-01,2020,1,Jan,Household goods retailing,4563.4
2020-02-01,2020,2,Feb,Household goods retailing,4214.4
2020-03-01,2020,3,Mar,Household goods retailing,4752.4
2020-04-01,2020,4,Apr,Household goods retailing,4532.7
2020-05-01,2020,5,May,Household goods retailing,5607.6
2020-06-01,2020,6,Jun,Household goods retailing,5756.6
2020-07-01,2020,7,Jul,Household goods retailing,5764.9
2020-08-01,2020,8,Aug,Household goods retailing,5336.9
2020-09-01,2020,9,Sep,Household goods retailing,5272.7
2020-10-01,2020,10,Oct,Household goods retailing,5565.9
2020-11-01,2020,11,Nov,Household goods retailing,6525.9
2020-12-01,2020,12,Dec,Household goods retailing,7065.0
2021-01-01,2021,1,Jan,Household goods retailing,5447.4
2021-02-01,2021,2,Feb,Household goods retailing,4879.3
2021-03-01,2021,3,Mar,Household goods retailing,5337.3
2021-04-01,2021,4,Apr,Household goods retailing,5011.2
2021-05-01,2021,5,May,Household goods retailing,5249.2
2021-06-01,2021,6,Jun,Household goods retailing,5551.9
2021-07-01,2021,7,Jul,Household goods retailing,5199.7
2021-08-01,2021,8,Aug,Household goods retailing,5057.1
2021-09-01,2021,9,Sep,Household goods retailing,5330.7
2021-10-01,2021,10,Oct,Household goods retailing,5907.5
2021-11-01,2021,11,Nov,Household goods retailing,7018.2
2021-12-01,2021,12,Dec,Household goods retailing,7442.1
2022-01-01,2022,1,Jan,Household goods retailing,5722.6
2022-02-01,2022,2,Feb,Household goods retailing,5279.2
2022-03-01,2022,3,Mar,Household goods retailing,5875.3
2022-04-01,2022,4,Apr,Household goods retailing,5463.1
2022-05-01,2022,5,May,Household goods retailing,5769.0
2022-06-01,2022,6,Jun,Household goods retailing,6010.8
2022-07-01,2022,7,Jul,Household goods retailing,5750.9
2022-08-01,2022,8,Aug,Household goods retailing,5900.1
2022-09-01,2022,9,Sep,Household goods retailing,5968.8
2022-10-01,2022,10,Oct,Household goods retailing,6179.5
2022-11-01,2022,11,Nov,Household goods retailing,6897.5
2022-12-01,2022,12,Dec,Household goods retailing,7348.2
2023-01-01,2023,1,Jan,Household goods retailing,5724.3
2023-02-01,2023,2,Feb,Household goods retailing,5160.8
2023-03-01,2023,3,Mar,Household goods retailing,5541.5
2023-04-01,2023,4,Apr,Household goods retailing,5130.7
2023-05-01,2023,5,May,Household goods retailing,5502.7
2023-06-01,2023,6,Jun,Household goods retailing,5824.6
2023-07-01,2023,7,Jul,Household goods retailing,5432.4
2023-08-01,2023,8,Aug,Household goods retailing,5518.6
2023-09-01,2023,9,Sep,Household goods retailing,5749.2
2023-10-01,2023,10,Oct,Household goods retailing,5969.0
2023-11-01,2023,11,Nov,Household goods retailing,6885.5
2023-12-01,2023,12,Dec,Household goods retailing,7096.7
2024-01-01,2024,1,Jan,Household goods retailing,5611.9
2024-02-01,2024,2,Feb,Household goods retailing,5211.7
2024-03-01,2024,3,Mar,Household goods retailing,5294.9
2024-04-01,2024,4,Apr,Household goods retailing,5195.6
2024-05-01,2024,5,May,Household goods retailing,5510.7
2024-06-01,2024,6,Jun,Household goods retailing,5841.5
2024-07-01,2024,7,Jul,Household goods retailing,5565.5
2024-08-01,2024,8,Aug,Household goods retailing,5596.6
2024-09-01,2024,9,Sep,Household goods retailing,5695.3
2024-10-01,2024,10,Oct,Household goods retailing,6181.3
2024-11-01,2024,11,Nov,Household goods retailing,7065.1
2024-12-01,2024,12,Dec,Household goods retailing,7645.9
2025-01-01,2025,1,Jan,Household goods retailing,5739.9
2025-02-01,2025,2,Feb,Household goods retailing,5174.1
2025-03-01,2025,3,Mar,Household goods retailing,5535.1
2025-04-01,2025,4,Apr,Household goods retailing,5294.2
2025-05-01,2025,5,May,Household goods retailing,5703.8
2025-06-01,2025,6,Jun,Household goods retailing,6187.5
1982-04-01,1982,4,Apr,Other retailing,479.1
1982-05-01,1982,5,May,Other retailing,486.1
1982-06-01,1982,6,Jun,Other retailing,467.5
1982-07-01,1982,7,Jul,Other retailing,491.1
1982-08-01,1982,8,Aug,Other retailing,485.7
1982-09-01,1982,9,Sep,Other retailing,489.9
1982-10-01,1982,10,Oct,Other retailing,500.9
1982-11-01,1982,11,Nov,Other retailing,531.1
1982-12-01,1982,12,Dec,Other retailing,725.2
1983-01-01,1983,1,Jan,Other retailing,491.4
1983-02-01,1983,2,Feb,Other retailing,499.1
1983-03-01,1983,3,Mar,Other retailing,538.7
1983-04-01,1983,4,Apr,Other retailing,493.8
1983-05-01,1983,5,May,Other retailing,520.8
1983-06-01,1983,6,Jun,Other retailing,507.3
1983-07-01,1983,7,Jul,Other retailing,519.9
1983-08-01,1983,8,Aug,Other retailing,554.2
1983-09-01,1983,9,Sep,Other retailing,547.9
1983-10-01,1983,10,Oct,Other retailing,553.5
1983-11-01,1983,11,Nov,Other retailing,594.1
1983-12-01,1983,12,Dec,Other retailing,795.5
1984-01-01,1984,1,Jan,Other retailing,538.8
1984-02-01,1984,2,Feb,Other retailing,561.6
1984-03-01,1984,3,Mar,Other retailing,574.6
1984-04-01,1984,4,Apr,Other retailing,529.7
1984-05-01,1984,5,May,Other retailing,590.1
1984-06-01,1984,6,Jun,Other retailing,542.2
1984-07-01,1984,7,Jul,Other retailing,559.4
1984-08-01,1984,8,Aug,Other retailing,591.6
1984-09-01,1984,9,Sep,Other retailing,557.2
1984-10-01,1984,10,Oct,Other retailing,614.5
1984-11-01,1984,11,Nov,Other retailing,651.8
1984-12-01,1984,12,Dec,Other retailing,820.0
1985-01-01,1985,1,Jan,Other retailing,598.9
1985-02-01,1985,2,Feb,Other retailing,577.9
1985-03-01,1985,3,Mar,Other retailing,599.6
1985-04-01,1985,4,Apr,Other retailing,574.6
1985-05-01,1985,5,May,Other retailing,639.9
1985-06-01,1985,6,Jun,Other retailing,573.5
1985-07-01,1985,7,Jul,Other retailing,628.6
1985-08-01,1985,8,Aug,Other retailing,649.6
1985-09-01,1985,9,Sep,Other retailing,614.7
1985-10-01,1985,10,Oct,Other retailing,667.0
1985-11-01,1985,11,Nov,Other retailing,704.6
1985-12-01,1985,12,Dec,Other retailing,908.1
1986-01-01,1986,1,Jan,Other retailing,666.1
1986-02-01,1986,2,Feb,Other retailing,641.5
1986-03-01,1986,3,Mar,Other retailing,636.2
1986-04-01,1986,4,Apr,Other retailing,662.4
1986-05-01,1986,5,May,Other retailing,709.8
1986-06-01,1986,6,Jun,Other retailing,641.8
1986-07-01,1986,7,Jul,Other retailing,692.9
1986-08-01,1986,8,Aug,Other retailing,700.8
1986-09-01,1986,9,Sep,Other retailing,698.1
1986-10-01,1986,10,Oct,Other retailing,756.7
1986-11-01,1986,11,Nov,Other retailing,750.1
1986-12-01,1986,12,Dec,Other retailing,1017.0
1987-01-01,1987,1,Jan,Other retailing,726.9
1987-02-01,1987,2,Feb,Other retailing,701.3
1987-03-01,1987,3,Mar,Other retailing,716.8
1987-04-01,1987,4,Apr,Other retailing,733.9
1987-05-01,1987,5,May,Other retailing,764.8
1987-06-01,1987,6,Jun,Other retailing,728.4
1987-07-01,1987,7,Jul,Other retailing,779.7
1987-08-01,1987,8,Aug,Other retailing,773.7
1987-09-01,1987,9,Sep,Other retailing,783.9
1987-10-01,1987,10,Oct,Other retailing,814.1
1987-11-01,1987,11,Nov,Other retailing,822.0
1987-12-01,1987,12,Dec,Other retailing,1109.6
1988-01-01,1988,1,Jan,Other retailing,757.4
1988-02-01,1988,2,Feb,Other retailing,773.5
1988-03-01,1988,3,Mar,Other retailing,818.0
1988-04-01,1988,4,Apr,Other retailing,753.7
1988-05-01,1988,5,May,Other retailing,814.9
1988-06-01,1988,6,Jun,Other retailing,800.8
1988-07-01,1988,7,Jul,Other retailing,810.1
1988-08-01,1988,8,Aug,Other retailing,850.9
1988-09-01,1988,9,Sep,Other retailing,845.5
1988-10-01,1988,10,Oct,Other retailing,872.1
1988-11-01,1988,11,Nov,Other retailing,945.0
1988-12-01,1988,12,Dec,Other retailing,1321.2
1989-01-01,1989,1,Jan,Other retailing,872.7
1989-02-01,1989,2,Feb,Other retailing,832.7
1989-03-01,1989,3,Mar,Other retailing,905.5
1989-04-01,1989,4,Apr,Other retailing,858.2
1989-05-01,1989,5,May,Other retailing,940.9
1989-06-01,1989,6,Jun,Other retailing,885.8
1989-07-01,1989,7,Jul,Other retailing,897.7
1989-08-01,1989,8,Aug,Other retailing,947.4
1989-09-01,1989,9,Sep,Other retailing,967.7
1989-10-01,1989,10,Oct,Other retailing,969.8
1989-11-01,1989,11,Nov,Other retailing,1034.8
1989-12-01,1989,12,Dec,Other retailing,1415.0
1990-01-01,1990,1,Jan,Other retailing,965.4
1990-02-01,1990,2,Feb,Other retailing,930.4
1990-03-01,1990,3,Mar,Other retailing,990.1
1990-04-01,1990,4,Apr,Other retailing,922.4
1990-05-01,1990,5,May,Other retailing,1016.2
1990-06-01,1990,6,Jun,Other retailing,940.5
1990-07-01,1990,7,Jul,Other retailing,961.2
1990-08-01,1990,8,Aug,Other retailing,1029.4
1990-09-01,1990,9,Sep,Other retailing,980.6
1990-10-01,1990,10,Oct,Other retailing,1042.9
1990-11-01,1990,11,Nov,Other retailing,1066.6
1990-12-01,1990,12,Dec,Other retailing,1373.0
1991-01-01,1991,1,Jan,Other retailing,946.6
1991-02-01,1991,2,Feb,Other retailing,921.3
1991-03-01,1991,3,Mar,Other retailing,975.4
1991-04-01,1991,4,Apr,Other retailing,938.5
1991-05-01,1991,5,May,Other retailing,1018.0
1991-06-01,1991,6,Jun,Other retailing,955.1
1991-07-01,1991,7,Jul,Other retailing,1040.2
1991-08-01,1991,8,Aug,Other retailing,1058.4
1991-09-01,1991,9,Sep,Other retailing,1008.2
1991-10-01,1991,10,Oct,Other retailing,1081.9
1991-11-01,1991,11,Nov,Other retailing,1128.7
1991-12-01,1991,12,Dec,Other retailing,1473.1
1992-01-01,1992,1,Jan,Other retailing,1043.7
1992-02-01,1992,2,Feb,Other retailing,1003.6
1992-03-01,1992,3,Mar,Other retailing,1038.9
1992-04-01,1992,4,Apr,Other retailing,1036.8
1992-05-01,1992,5,May,Other retailing,1048.2
1992-06-01,1992,6,Jun,Other retailing,981.7
1992-07-01,1992,7,Jul,Other retailing,1044.4
1992-08-01,1992,8,Aug,Other retailing,1021.1
1992-09-01,1992,9,Sep,Other retailing,1077.5
1992-10-01,1992,10,Oct,Other retailing,1121.8
1992-11-01,1992,11,Nov,Other retailing,1169.8
1992-12-01,1992,12,Dec,Other retailing,1584.1
1993-01-01,1993,1,Jan,Other retailing,1030.4
1993-02-01,1993,2,Feb,Other retailing,982.5
1993-03-01,1993,3,Mar,Other retailing,1096.6
1993-04-01,1993,4,Apr,Other retailing,1061.8
1993-05-01,1993,5,May,Other retailing,1095.7
1993-06-01,1993,6,Jun,Other retailing,1059.0
1993-07-01,1993,7,Jul,Other retailing,1095.6
1993-08-01,1993,8,Aug,Other retailing,1091.6
1993-09-01,1993,9,Sep,Other retailing,1165.8
1993-10-01,1993,10,Oct,Other retailing,1201.7
1993-11-01,1993,11,Nov,Other retailing,1285.1
1993-12-01,1993,12,Dec,Other retailing,1786.0
1994-01-01,1994,1,Jan,Other retailing,1127.3
1994-02-01,1994,2,Feb,Other retailing,1100.6
1994-03-01,1994,3,Mar,Other retailing,1217.5
1994-04-01,1994,4,Apr,Other retailing,1123.0
1994-05-01,1994,5,May,Other retailing,1187.7
1994-06-01,1994,6,Jun,Other retailing,1187.9
1994-07-01,1994,7,Jul,Other retailing,1216.9
1994-08-01,1994,8,Aug,Other retailing,1261.3
1994-09-01,1994,9,Sep,Other retailing,1271.9
1994-10-01,1994,10,Oct,Other retailing,1303.5
1994-11-01,1994,11,Nov,Other retailing,1363.0
1994-12-01,1994,12,Dec,Other retailing,1827.4
1995-01-01,1995,1,Jan,Other retailing,1209.3
1995-02-01,1995,2,Feb,Other retailing,1148.1
1995-03-01,1995,3,Mar,Other retailing,1266.3
1995-04-01,1995,4,Apr,Other retailing,1213.2
1995-05-01,1995,5,May,Other retailing,1307.7
1995-06-01,1995,6,Jun,Other retailing,1267.7
1995-07-01,1995,7,Jul,Other retailing,1302.7
1995-08-01,1995,8,Aug,Other retailing,1360.0
1995-09-01,1995,9,Sep,Other retailing,1377.1
1995-10-01,1995,10,Oct,Other retailing,1365.9
1995-11-01,1995,11,Nov,Other retailing,1461.4
1995-12-01,1995,12,Dec,Other retailing,1987.4
1996-01-01,1996,1,Jan,Other retailing,1345.6
1996-02-01,1996,2,Feb,Other retailing,1279.6
1996-03-01,1996,3,Mar,Other retailing,1313.2
1996-04-01,1996,4,Apr,Other retailing,1278.4
1996-05-01,1996,5,May,Other retailing,1359.2
1996-06-01,1996,6,Jun,Other retailing,1289.5
1996-07-01,1996,7,Jul,Other retailing,1338.8
1996-08-01,1996,8,Aug,Other retailing,1363.3
1996-09-01,1996,9,Sep,Other retailing,1317.4
1996-10-01,1996,10,Oct,Other retailing,1404.8
1996-11-01,1996,11,Nov,Other retailing,1463.1
1996-12-01,1996,12,Dec,Other retailing,1975.8
1997-01-01,1997,1,Jan,Other retailing,1344.2
1997-02-01,1997,2,Feb,Other retailing,1269.3
1997-03-01,1997,3,Mar,Other retailing,1332.5
1997-04-01,1997,4,Apr,Other retailing,1364.4
1997-05-01,1997,5,May,Other retailing,1413.2
1997-06-01,1997,6,Jun,Other retailing,1344.5
1997-07-01,1997,7,Jul,Other retailing,1441.7
1997-08-01,1997,8,Aug,Other retailing,1443.5
1997-09-01,1997,9,Sep,Other retailing,1461.3
1997-10-01,1997,10,Oct,Other retailing,1523.2
1997-11-01,1997,11,Nov,Other retailing,1552.9
1997-12-01,1997,12,Dec,Other retailing,2143.1
1998-01-01,1998,1,Jan,Other retailing,1437.6
1998-02-01,1998,2,Feb,Other retailing,1322.4
1998-03-01,1998,3,Mar,Other retailing,1402.3
1998-04-01,1998,4,Apr,Other retailing,1415.8
1998-05-01,1998,5,May,Other retailing,1432.9
1998-06-01,1998,6,Jun,Other retailing,1409.5
1998-07-01,1998,7,Jul,Other retailing,1481.7
1998-08-01,1998,8,Aug,Other retailing,1459.4
1998-09-01,1998,9,Sep,Other retailing,1518.7
1998-10-01,1998,10,Oct,Other retailing,1567.9
1998-11-01,1998,11,Nov,Other retailing,1599.4
1998-12-01,1998,12,Dec,Other retailing,2189.7
1999-01-01,1999,1,Jan,Other retailing,1490.5
1999-02-01,1999,2,Feb,Other retailing,1389.2
1999-03-01,1999,3,Mar,Other retailing,1542.5
1999-04-01,1999,4,Apr,Other retailing,1498.9
1999-05-01,1999,5,May,Other retailing,1517.9
1999-06-01,1999,6,Jun,Other retailing,1505.8
1999-07-01,1999,7,Jul,Other retailing,1581.0
1999-08-01,1999,8,Aug,Other retailing,1585.1
1999-09-01,1999,9,Sep,Other retailing,1627.4
1999-10-01,1999,10,Oct,Other retailing,1622.2
1999-11-01,1999,11,Nov,Other retailing,1726.2
1999-12-01,1999,12,Dec,Other retailing,2352.7
2000-01-01,2000,1,Jan,Other retailing,1496.6
2000-02-01,2000,2,Feb,Other retailing,1462.1
2000-03-01,2000,3,Mar,Other retailing,1553.0
2000-04-01,2000,4,Apr,Other retailing,1482.8
2000-05-01,2000,5,May,Other retailing,1575.8
2000-06-01,2000,6,Jun,Other retailing,1609.6
2000-07-01,2000,7,Jul,Other retailing,1522.5
2000-08-01,2000,8,Aug,Other retailing,1623.6
2000-09-01,2000,9,Sep,Other retailing,1642.7
2000-10-01,2000,10,Oct,Other retailing,1692.6
2000-11-01,2000,11,Nov,Other retailing,1792.5
2000-12-01,2000,12,Dec,Other retailing,2381.5
2001-01-01,2001,1,Jan,Other retailing,1641.7
2001-02-01,2001,2,Feb,Other retailing,1563.5
2001-03-01,2001,3,Mar,Other retailing,1694.1
2001-04-01,2001,4,Apr,Other retailing,1626.9
2001-05-01,2001,5,May,Other retailing,1728.6
2001-06-01,2001,6,Jun,Other retailing,1674.2
2001-07-01,2001,7,Jul,Other retailing,1733.8
2001-08-01,2001,8,Aug,Other retailing,1792.2
2001-09-01,2001,9,Sep,Other retailing,1718.8
2001-10-01,2001,10,Oct,Other retailing,1829.9
2001-11-01,2001,11,Nov,Other retailing,1944.2
2001-12-01,2001,12,Dec,Other retailing,2589.6
2002-01-01,2002,1,Jan,Other retailing,1769.9
2002-02-01,2002,2,Feb,Other retailing,1642.5
2002-03-01,2002,3,Mar,Other retailing,1795.0
2002-04-01,2002,4,Apr,Other retailing,1778.3
2002-05-01,2002,5,May,Other retailing,1898.8
2002-06-01,2002,6,Jun,Other retailing,1762.1
2002-07-01,2002,7,Jul,Other retailing,1870.2
2002-08-01,2002,8,Aug,Other retailing,1946.9
2002-09-01,2002,9,Sep,Other retailing,1880.9
2002-10-01,2002,10,Oct,Other retailing,1942.0
2002-11-01,2002,11,Nov,Other retailing,2047.7
2002-12-01,2002,12,Dec,Other retailing,2769.7
2003-01-01,2003,1,Jan,Other retailing,1876.5
2003-02-01,2003,2,Feb,Other retailing,1727.3
2003-03-01,2003,3,Mar,Other retailing,1839.2
2003-04-01,2003,4,Apr,Other retailing,1851.6
2003-05-01,2003,5,May,Other retailing,1958.4
2003-06-01,2003,6,Jun,Other retailing,1870.4
2003-07-01,2003,7,Jul,Other retailing,2021.9
2003-08-01,2003,8,Aug,Other retailing,2045.1
2003-09-01,2003,9,Sep,Other retailing,2063.2
2003-10-01,2003,10,Oct,Other retailing,2236.2
2003-11-01,2003,11,Nov,Other retailing,2322.0
2003-12-01,2003,12,Dec,Other retailing,3137.1
2004-01-01,2004,1,Jan,Other retailing,2039.8
2004-02-01,2004,2,Feb,Other retailing,1942.6
2004-03-01,2004,3,Mar,Other retailing,2117.1
2004-04-01,2004,4,Apr,Other retailing,2013.5
2004-05-01,2004,5,May,Other retailing,2075.5
2004-06-01,2004,6,Jun,Other retailing,2075.0
2004-07-01,2004,7,Jul,Other retailing,2171.6
2004-08-01,2004,8,Aug,Other retailing,2162.3
2004-09-01,2004,9,Sep,Other retailing,2221.4
2004-10-01,2004,10,Oct,Other retailing,2273.3
2004-11-01,2004,11,Nov,Other retailing,2352.9
2004-12-01,2004,12,Dec,Other retailing,3209.8
2005-01-01,2005,1,Jan,Other retailing,2074.7
2005-02-01,2005,2,Feb,Other retailing,1979.9
2005-03-01,2005,3,Mar,Other retailing,2117.9
2005-04-01,2005,4,Apr,Other retailing,2060.3
2005-05-01,2005,5,May,Other retailing,2098.2
2005-06-01,2005,6,Jun,Other retailing,2074.5
2005-07-01,2005,7,Jul,Other retailing,2090.0
2005-08-01,2005,8,Aug,Other retailing,2125.1
2005-09-01,2005,9,Sep,Other retailing,2094.3
2005-10-01,2005,10,Oct,Other retailing,2142.3
2005-11-01,2005,11,Nov,Other retailing,2290.4
2005-12-01,2005,12,Dec,Other retailing,3136.2
2006-01-01,2006,1,Jan,Other retailing,2068.4
2006-02-01,2006,2,Feb,Other retailing,1962.4
2006-03-01,2006,3,Mar,Other retailing,2149.1
2006-04-01,2006,4,Apr,Other retailing,2070.2
2006-05-01,2006,5,May,Other retailing,2177.8
2006-06-01,2006,6,Jun,Other retailing,2167.3
2006-07-01,2006,7,Jul,Other retailing,2161.5
2006-08-01,2006,8,Aug,Other retailing,2275.9
2006-09-01,2006,9,Sep,Other retailing,2213.6
2006-10-01,2006,10,Oct,Other retailing,2319.4
2006-11-01,2006,11,Nov,Other retailing,2473.4
2006-12-01,2006,12,Dec,Other retailing,3306.8
2007-01-01,2007,1,Jan,Other retailing,2165.5
2007-02-01,2007,2,Feb,Other retailing,2044.0
2007-03-01,2007,3,Mar,Other retailing,2279.5
2007-04-01,2007,4,Apr,Other retailing,2108.5
2007-05-01,2007,5,May,Other retailing,2228.1
2007-06-01,2007,6,Jun,Other retailing,2180.3
2007-07-01,2007,7,Jul,Other retailing,2284.2
2007-08-01,2007,8,Aug,Other retailing,2386.6
2007-09-01,2007,9,Sep,Other retailing,2321.0
2007-10-01,2007,10,Oct,Other retailing,2535.3
2007-11-01,2007,11,Nov,Other retailing,2692.3
2007-12-01,2007,12,Dec,Other retailing,3582.4
2008-01-01,2008,1,Jan,Other retailing,2437.1
2008-02-01,2008,2,Feb,Other retailing,2355.5
2008-03-01,2008,3,Mar,Other retailing,2414.5
2008-04-01,2008,4,Apr,Other retailing,2390.5
2008-05-01,2008,5,May,Other retailing,2530.9
2008-06-01,2008,6,Jun,Other retailing,2378.4
2008-07-01,2008,7,Jul,Other retailing,2521.7
2008-08-01,2008,8,Aug,Other retailing,2540.0
2008-09-01,2008,9,Sep,Other retailing,2485.9
2008-10-01,2008,10,Oct,Other retailing,2668.9
2008-11-01,2008,11,Nov,Other retailing,2740.0
2008-12-01,2008,12,Dec,Other retailing,3816.6
2009-01-01,2009,1,Jan,Other retailing,2525.9
2009-02-01,2009,2,Feb,Other retailing,2349.1
2009-03-01,2009,3,Mar,Other retailing,2585.3
2009-04-01,2009,4,Apr,Other retailing,2519.0
2009-05-01,2009,5,May,Other retailing,2624.2
2009-06-01,2009,6,Jun,Other retailing,2551.6
2009-07-01,2009,7,Jul,Other retailing,2682.3
2009-08-01,2009,8,Aug,Other retailing,2595.8
2009-09-01,2009,9,Sep,Other retailing,2620.5
2009-10-01,2009,10,Oct,Other retailing,2775.7
2009-11-01,2009,11,Nov,Other retailing,2849.8
2009-12-01,2009,12,Dec,Other retailing,3817.7
2010-01-01,2010,1,Jan,Other retailing,2601.3
2010-02-01,2010,2,Feb,Other retailing,2426.4
2010-03-01,2010,3,Mar,Other retailing,2709.9
2010-04-01,2010,4,Apr,Other retailing,2549.6
2010-05-01,2010,5,May,Other retailing,2633.7
2010-06-01,2010,6,Jun,Other retailing,2604.6
2010-07-01,2010,7,Jul,Other retailing,2765.1
2010-08-01,2010,8,Aug,Other retailing,2803.4
2010-09-01,2010,9,Sep,Other retailing,2809.9
2010-10-01,2010,10,Oct,Other retailing,2854.1
2010-11-01,2010,11,Nov,Other retailing,2998.3
2010-12-01,2010,12,Dec,Other retailing,3947.6
2011-01-01,2011,1,Jan,Other retailing,2692.0
2011-02-01,2011,2,Feb,Other retailing,2563.6
2011-03-01,2011,3,Mar,Other retailing,2835.0
2011-04-01,2011,4,Apr,Other retailing,2747.2
2011-05-01,2011,5,May,Other retailing,2798.4
2011-06-01,2011,6,Jun,Other retailing,2791.4
2011-07-01,2011,7,Jul,Other retailing,2950.6
2011-08-01,2011,8,Aug,Other retailing,2995.6
2011-09-01,2011,9,Sep,Other retailing,2997.8
2011-10-01,2011,10,Oct,Other retailing,3022.4
2011-11-01,2011,11,Nov,Other retailing,3317.5
2011-12-01,2011,12,Dec,Other retailing,4267.6
2012-01-01,2012,1,Jan,Other retailing,2826.0
2012-02-01,2012,2,Feb,Other retailing,2810.8
2012-03-01,2012,3,Mar,Other retailing,3035.1
2012-04-01,2012,4,Apr,Other retailing,2803.0
2012-05-01,2012,5,May,Other retailing,2997.2
2012-06-01,2012,6,Jun,Other retailing,2980.1
2012-07-01,2012,7,Jul,Other retailing,2960.6
2012-08-01,2012,8,Aug,Other retailing,3083.9
2012-09-01,2012,9,Sep,Other retailing,2999.1
2012-10-01,2012,10,Oct,Other retailing,3113.9
2012-11-01,2012,11,Nov,Other retailing,3451.5
2012-12-01,2012,12,Dec,Other retailing,4107.5
2013-01-01,2013,1,Jan,Other retailing,2913.7
2013-02-01,2013,2,Feb,Other retailing,2764.4
2013-03-01,2013,3,Mar,Other retailing,2975.3
2013-04-01,2013,4,Apr,Other retailing,2895.3
2013-05-01,2013,5,May,Other retailing,3086.8
2013-06-01,2013,6,Jun,Other retailing,2873.9
2013-07-01,2013,7,Jul,Other retailing,3024.2
2013-08-01,2013,8,Aug,Other retailing,3089.2
2013-09-01,2013,9,Sep,Other retailing,3063.1
2013-10-01,2013,10,Oct,Other retailing,3240.5
2013-11-01,2013,11,Nov,Other retailing,3668.3
2013-12-01,2013,12,Dec,Other retailing,4293.3
2014-01-01,2014,1,Jan,Other retailing,3070.1
2014-02-01,2014,2,Feb,Other retailing,2903.6
2014-03-01,2014,3,Mar,Other retailing,3099.9
2014-04-01,2014,4,Apr,Other retailing,3009.6
2014-05-01,2014,5,May,Other retailing,3160.5
2014-06-01,2014,6,Jun,Other retailing,3029.7
2014-07-01,2014,7,Jul,Other retailing,3179.3
2014-08-01,2014,8,Aug,Other retailing,3260.7
2014-09-01,2014,9,Sep,Other retailing,3262.1
2014-10-01,2014,10,Oct,Other retailing,3417.8
2014-11-01,2014,11,Nov,Other retailing,3577.5
2014-12-01,2014,12,Dec,Other retailing,4440.3
2015-01-01,2015,1,Jan,Other retailing,3152.6
2015-02-01,2015,2,Feb,Other retailing,2999.9
2015-03-01,2015,3,Mar,Other retailing,3243.1
2015-04-01,2015,4,Apr,Other retailing,3058.8
2015-05-01,2015,5,May,Other retailing,3214.7
2015-06-01,2015,6,Jun,Other retailing,3243.5
2015-07-01,2015,7,Jul,Other retailing,3337.2
2015-08-01,2015,8,Aug,Other retailing,3379.5
2015-09-01,2015,9,Sep,Other retailing,3454.5
2015-10-01,2015,10,Oct,Other retailing,3579.5
2015-11-01,2015,11,Nov,Other retailing,3824.9
2015-12-01,2015,12,Dec,Other retailing,4642.5
2016-01-01,2016,1,Jan,Other retailing,3304.9
2016-02-01,2016,2,Feb,Other retailing,3257.0
2016-03-01,2016,3,Mar,Other retailing,3398.6
2016-04-01,2016,4,Apr,Other retailing,3355.8
2016-05-01,2016,5,May,Other retailing,3428.5
2016-06-01,2016,6,Jun,Other retailing,3414.4
2016-07-01,2016,7,Jul,Other retailing,3492.7
2016-08-01,2016,8,Aug,Other retailing,3562.3
2016-09-01,2016,9,Sep,Other retailing,3602.3
2016-10-01,2016,10,Oct,Other retailing,3643.2
2016-11-01,2016,11,Nov,Other retailing,4051.1
2016-12-01,2016,12,Dec,Other retailing,4859.6
2017-01-01,2017,1,Jan,Other retailing,3421.5
2017-02-01,2017,2,Feb,Other retailing,3230.8
2017-03-01,2017,3,Mar,Other retailing,3590.4
2017-04-01,2017,4,Apr,Other retailing,3338.8
2017-05-01,2017,5,May,Other retailing,3577.3
2017-06-01,2017,6,Jun,Other retailing,3560.8
2017-07-01,2017,7,Jul,Other retailing,3600.7
2017-08-01,2017,8,Aug,Other retailing,3710.9
2017-09-01,2017,9,Sep,Other retailing,3627.8
2017-10-01,2017,10,Oct,Other retailing,3709.6
2017-11-01,2017,11,Nov,Other retailing,4203.7
2017-12-01,2017,12,Dec,Other retailing,4890.3
2018-01-01,2018,1,Jan,Other retailing,3587.3
2018-02-01,2018,2,Feb,Other retailing,3334.5
2018-03-01,2018,3,Mar,Other retailing,3651.9
2018-04-01,2018,4,Apr,Other retailing,3402.6
2018-05-01,2018,5,May,Other retailing,3629.7
